Date;Electrolyseur;I_kA;U_V;QHCl_L_h;%O2_Mesure
2025-04-12;304;15,7;352,9;391,0;0,31
2025-04-12;305;15,5;352,1;369,8;0,17
2025-04-12;306;15,7;353,0;386,3;0,11
2025-04-12;307;15,4;352,0;357,6;0,13
2025-04-13;303;13,3;346,3;313,9;0,12
2025-04-13;304;13,6;347,1;333,4;0,28
2025-04-13;305;13,3;346,4;315,4;0,3
2025-04-13;306;13,7;347,4;327,4;0,11
2025-04-13;307;13,7;347,5;310,8;0,18
2025-04-14;303;13,9;348,0;322,6;0,32
2025-04-14;304;13,9;348,1;331,4;0,2
2025-04-14;305;14,0;348,2;319,1;0,24
2025-04-14;306;13,4;346,6;323,6;0,31
2025-04-14;307;13,9;347,7;314,1;0,28
2025-04-15;303;15,2;351,6;362,5;0,29
2025-04-15;304;15,0;351,1;370,0;0,32
2025-04-15;305;15,1;351,2;355,0;0,2
2025-04-15;306;15,1;351,3;366,5;0,27
2025-04-15;307;15,0;350,8;350,9;0,25
2025-04-16;303;15,0;351,0;352,5;0,27
2025-04-16;304;15,3;352,0;379,3;0,13
2025-04-16;305;15,0;351,1;350,3;0,15
2025-04-16;306;15,1;351,1;369,8;0,3
2025-04-16;307;14,4;349,3;325,3;0,24
2025-04-17;303;15,6;352,7;378,2;0,32
2025-04-17;304;15,3;351,7;376,8;0,12
2025-04-17;305;15,4;352,1;363,3;0,2
2025-04-17;306;15,5;352,3;381,9;0,14
2025-04-17;307;15,3;351,7;356,5;0,25
2025-04-18;303;12,7;344,8;306,6;0,26
2025-04-18;304;13,1;345,6;324,9;0,2
2025-04-18;305;13,4;346,6;314,5;0,3
2025-04-18;306;13,1;345,7;320,4;0,16
2025-04-18;307;13,2;345,9;305,7;0,17
2025-04-19;303;13,6;347,2;322,4;0,22
2025-04-19;304;13,4;346,6;327,0;0,16
2025-04-19;305;13,0;345,6;305,6;0,15
2025-04-19;306;13,4;346,5;322,9;0,14
2025-04-19;307;12,9;345,3;298,4;0,29
2025-04-20;303;15,4;352,1;370,3;0,22
2025-04-20;304;15,3;351,9;380,7;0,21
2025-04-20;305;15,1;351,0;353,7;0,23
2025-04-20;306;15,3;351,8;375,5;0,11
2025-04-20;307;15,4;352,0;357,8;0,25
2025-04-21;303;14,9;350,6;354,4;0,14
2025-04-21;304;15,3;352,0;378,0;0,13
2025-04-21;305;15,2;351,4;357,5;0,22
2025-04-21;306;15,5;352,5;380,8;0,2
2025-04-21;307;15,5;352,2;367,4;0,3
2025-04-22;303;14,2;348,7;332,1;0,31
2025-04-22;304;14,2;348,8;341,4;0,3
2025-04-22;305;14,6;349,7;342,3;0,26
2025-04-22;306;14,2;348,8;335,3;0,12
2025-04-22;307;14,0;348,3;317,7;0,13
2025-04-23;303;14,0;348,3;330,8;0,18
2025-04-23;304;13,7;347,3;328,0;0,2
2025-04-23;305;13,7;347,6;317,5;0,29
2025-04-23;306;13,7;347,5;326,2;0,26
2025-04-23;307;13,4;346,8;306,9;0,3
2025-04-24;303;14,4;349,6;337,8;0,19
2025-04-24;304;14,2;348,7;340,9;0,18
2025-04-24;305;14,4;349,1;334,6;0,2
2025-04-24;306;13,8;347,7;329,0;0,23
2025-04-24;307;14,5;349,5;330,5;0,31
2025-04-25;303;13,4;346,6;318,6;0,26
2025-04-25;304;13,5;346,9;329,6;0,11
2025-04-25;305;13,7;347,1;322,1;0,22
2025-04-25;306;13,2;345,9;320,3;0,24
2025-04-25;307;13,5;346,8;309,2;0,15
2025-04-26;303;13,7;347,4;322,2;0,14
2025-04-26;304;13,6;347,2;328,3;0,28
2025-04-26;305;13,8;347,6;320,9;0,3
2025-04-26;306;13,8;347,6;326,2;0,28
2025-04-26;307;13,7;347,5;316,4;0,16
2025-04-27;303;14,5;349,5;339,7;0,28
2025-04-27;304;14,9;350,8;370,2;0,24
2025-04-27;305;14,6;349,8;344,4;0,22
2025-04-27;306;15,0;351,0;360,8;0,23
2025-04-27;307;14,8;350,5;340,1;0,11
2025-04-28;303;13,0;345,4;309,0;0,19
2025-04-28;304;13,3;346,5;327,2;0,25
2025-04-28;305;14,0;348,3;325,5;0,11
2025-04-28;306;13,7;347,4;326,9;0,25
2025-04-28;307;13,9;348,0;313,8;0,25
2025-04-29;303;13,6;347,1;317,7;0,26
2025-04-29;304;13,8;347,8;332,3;0,15
2025-04-29;305;14,0;348,2;320,6;0,31
2025-04-29;306;13,8;347,7;328,4;0,17
2025-04-29;307;13,5;346,9;311,5;0,26
2025-04-30;303;13,5;346,8;316,2;0,24
2025-04-30;304;13,2;346,2;324,4;0,21
2025-04-30;305;13,5;346,7;318,1;0,26
2025-04-30;306;12,9;345,2;315,6;0,11
2025-04-30;307;13,0;345,3;303,9;0,25
2025-05-01;303;13,6;347,1;314,7;0,14
2025-05-01;304;13,5;346,9;327,2;0,23
2025-05-01;305;13,6;347,0;314,1;0,18
2025-05-01;306;13,5;347,0;324,9;0,25
2025-05-01;307;13,5;346,8;303,3;0,23
2025-05-02;303;13,5;346,9;316,1;0,22
2025-05-02;304;13,0;345,5;319,8;0,12
2025-05-02;305;13,6;346,8;317,6;0,23
2025-05-02;306;13,4;346,8;320,4;0,28
2025-05-02;307;13,2;346,1;302,6;0,28
2025-05-03;303;15,0;351,0;359,2;0,26
2025-05-03;304;14,9;350,8;362,2;0,1
2025-05-03;305;15,1;351,2;353,9;0,22
2025-05-03;306;14,8;350,5;352,9;0,31
2025-05-03;307;15,1;351,3;351,0;0,26
2025-05-04;303;13,1;345,7;311,8;0,29
2025-05-04;304;13,1;345,9;317,8;0,25
2025-05-04;305;13,2;345,9;309,4;0,27
2025-05-04;306;13,3;346,3;323,2;0,31
2025-05-04;307;13,4;346,6;305,9;0,24
2025-05-05;303;14,4;349,3;341,0;0,11
2025-05-05;304;14,1;348,6;337,1;0,31
2025-05-05;305;14,3;349,1;329,7;0,24
2025-05-05;306;14,3;349,1;339,4;0,28
2025-05-05;307;14,3;349,0;329,3;0,21
2025-05-06;303;13,1;345,7;309,8;0,2
2025-05-06;304;13,1;345,6;325,2;0,25
2025-05-06;305;13,3;346,3;312,0;0,12
2025-05-06;306;13,2;346,0;314,9;0,22
2025-05-06;307;13,4;346,5;307,4;0,18
2025-05-07;303;13,1;345,7;309,8;0,14
2025-05-07;304;13,2;346,3;321,0;0,11
2025-05-07;305;13,5;346,9;312,9;0,28
2025-05-07;306;13,2;346,2;318,0;0,2
2025-05-07;307;13,0;345,5;303,5;0,27
2025-05-08;303;14,9;350,6;353,0;0,32
2025-05-08;304;15,1;351,2;372,9;0,29
2025-05-08;305;14,6;349,7;342,6;0,18
2025-05-08;306;15,0;351,1;359,0;0,21
2025-05-08;307;14,9;350,5;345,8;0,23
2025-05-09;303;16,0;353,8;389,5;0,3
2025-05-09;304;15,6;352,7;385,5;0,15
2025-05-09;305;15,3;351,8;365,5;0,19
2025-05-09;306;15,8;353,0;386,5;0,27
2025-05-09;307;15,4;352,0;365,8;0,28
2025-05-10;303;14,3;349,0;334,8;0,14
2025-05-10;304;14,2;349,1;342,2;0,23
2025-05-10;305;14,4;349,3;335,5;0,11
2025-05-10;306;14,4;349,3;344,2;0,11
2025-05-10;307;13,9;348,0;314,1;0,29
2025-05-11;303;14,2;348,8;335,4;0,25
2025-05-11;304;14,5;349,6;347,8;0,29
2025-05-11;305;14,4;349,5;331,6;0,23
2025-05-11;306;14,4;349,5;341,3;0,15
2025-05-11;307;14,2;348,8;320,2;0,27
2025-05-12;303;14,7;350,0;351,2;0,25
2025-05-12;304;14,6;350,1;356,4;0,22
2025-05-12;305;14,7;350,0;347,7;0,25
2025-05-12;306;14,6;349,8;346,4;0,24
2025-05-12;307;14,9;350,7;341,3;0,21
2025-05-13;303;13,4;346,4;311,5;0,27
2025-05-13;304;13,2;346,2;322,6;0,15
2025-05-13;305;13,0;345,5;305,9;0,16
2025-05-13;306;12,9;345,3;310,2;0,17
2025-05-13;307;13,0;345,3;301,4;0,25
2025-05-14;303;13,5;346,9;321,1;0,16
2025-05-14;304;13,6;347,3;329,9;0,31
2025-05-14;305;13,5;346,8;313,0;0,15
2025-05-14;306;13,3;346,3;322,0;0,28
2025-05-14;307;13,7;347,4;314,1;0,2
2025-05-15;303;14,7;350,2;345,5;0,22
2025-05-15;304;15,1;351,3;365,3;0,32
2025-05-15;305;14,5;349,4;334,7;0,32
2025-05-15;306;15,0;351,0;359,2;0,16
2025-05-15;307;14,5;349,5;333,5;0,21
2025-05-16;303;13,2;346,2;313,6;0,24
2025-05-16;304;13,4;346,5;322,7;0,2
2025-05-16;305;13,3;346,2;309,2;0,22
2025-05-16;306;13,1;345,9;314,3;0,3
2025-05-16;307;13,3;346,3;304,1;0,29
2025-05-17;303;14,5;349,6;341,1;0,26
2025-05-17;304;14,7;350,1;362,8;0,12
2025-05-17;305;14,4;349,1;328,5;0,21
2025-05-17;306;14,3;349,1;341,5;0,18
2025-05-17;307;14,7;350,2;339,5;0,19
2025-05-18;303;13,5;346,9;318,4;0,28
2025-05-18;304;13,5;347,0;325,1;0,14
2025-05-18;305;13,6;347,1;318,0;0,11
2025-05-18;306;13,5;346,9;323,8;0,17
2025-05-18;307;13,6;347,2;312,6;0,15
2025-05-19;303;14,7;350,1;350,2;0,13
2025-05-19;304;14,8;350,5;362,1;0,21
2025-05-19;305;14,6;349,9;339,0;0,19
2025-05-19;306;15,3;351,7;374,0;0,18
2025-05-19;307;15,0;351,0;347,6;0,21
2025-05-20;303;13,0;345,5;313,1;0,15
2025-05-20;304;13,1;345,9;321,3;0,2
2025-05-20;305;12,9;345,1;304,3;0,17
2025-05-20;306;12,8;344,8;308,3;0,3
2025-05-20;307;13,0;345,6;303,8;0,2
2025-05-21;303;13,7;347,5;318,6;0,3
2025-05-21;304;14,0;348,3;338,8;0,13
2025-05-21;305;13,7;347,4;316,6;0,12
2025-05-21;306;13,7;347,3;329,4;0,18
2025-05-21;307;13,7;347,4;311,6;0,27
2025-05-22;303;13,7;347,5;318,9;0,18
2025-05-22;304;14,1;348,6;338,9;0,11
2025-05-22;305;14,2;348,9;323,4;0,26
2025-05-22;306;13,7;347,4;329,6;0,2
2025-05-22;307;13,4;346,5;308,4;0,14
2025-05-23;303;15,7;352,9;378,6;0,2
2025-05-23;304;15,5;352,5;382,3;0,14
2025-05-23;305;15,6;352,6;369,8;0,15
2025-05-23;306;15,8;353,2;385,0;0,23
2025-05-23;307;16,0;353,7;378,4;0,27
2025-05-24;303;13,7;347,5;324,4;0,32
2025-05-24;304;13,4;346,7;322,8;0,24
2025-05-24;305;13,6;347,1;312,1;0,1
2025-05-24;306;13,3;346,4;320,6;0,17
2025-05-24;307;13,6;347,0;315,8;0,26
2025-05-25;303;16,0;353,6;387,5;0,12
2025-05-25;304;15,5;352,4;385,0;0,23
2025-05-25;305;16,0;353,8;386,9;0,28
2025-05-25;306;15,8;353,2;391,2;0,27
2025-05-25;307;15,1;351,3;351,9;0,2
2025-05-26;303;13,1;345,8;310,9;0,19
2025-05-26;304;13,2;346,0;324,3;0,23
2025-05-26;305;13,5;346,7;316,9;0,11
2025-05-26;306;13,3;346,2;319,6;0,16
2025-05-26;307;13,2;346,0;303,5;0,28
2025-05-27;303;14,4;349,3;346,8;0,26
2025-05-27;304;14,3;349,0;345,7;0,27
2025-05-27;305;14,2;348,7;327,1;0,15
2025-05-27;306;14,3;349,2;342,0;0,11
2025-05-27;307;14,4;349,2;333,6;0,3
2025-05-28;303;12,9;345,3;308,7;0,11
2025-05-28;304;13,2;346,0;322,7;0,2
2025-05-28;305;12,8;344,9;303,3;0,13
2025-05-28;306;13,1;345,9;319,3;0,29
2025-05-28;307;13,1;345,8;298,6;0,12
2025-05-29;303;14,3;349,3;331,7;0,22
2025-05-29;304;14,2;348,8;339,8;0,11
2025-05-29;305;14,2;348,7;325,1;0,21
2025-05-29;306;14,2;348,8;342,2;0,32
2025-05-29;307;14,4;349,2;328,8;0,21
2025-05-30;303;13,5;347,0;320,3;0,31
2025-05-30;304;13,5;346,9;324,0;0,28
2025-05-30;305;13,5;346,7;313,8;0,25
2025-05-30;306;13,2;346,0;320,9;0,2
2025-05-30;307;13,4;346,6;307,1;0,21
2025-05-31;303;16,1;354,1;397,6;0,1
2025-05-31;304;15,9;353,6;398,0;0,12
2025-05-31;305;16,0;353,7;380,0;0,17
2025-05-31;306;16,0;353,5;398,3;0,21
2025-05-31;307;16,0;353,6;381,0;0,18
2025-06-01;303;14,3;348,9;333,1;0,29
2025-06-01;304;14,2;348,9;346,3;0,25
2025-06-01;305;14,6;349,8;339,1;0,28
2025-06-01;306;14,4;349,6;347,1;0,11
2025-06-01;307;14,2;348,8;321,3;0,25
2025-06-02;303;13,6;347,2;324,7;0,29
2025-06-02;304;13,3;346,3;325,4;0,26
2025-06-02;305;13,7;347,5;316,8;0,28
2025-06-02;306;13,8;347,6;326,0;0,28
2025-06-02;307;13,8;347,6;316,1;0,15
2025-06-03;303;13,1;345,6;310,5;0,17
2025-06-03;304;13,2;346,3;323,7;0,27
2025-06-03;305;13,0;345,4;305,9;0,28
2025-06-03;306;13,2;346,1;318,2;0,21
2025-06-03;307;13,2;346,2;305,3;0,23
2025-06-04;303;15,9;353,6;390,5;0,21
2025-06-04;304;15,8;353,4;396,1;0,31
2025-06-04;305;16,1;354,0;388,8;0,18
2025-06-04;306;15,6;352,6;385,3;0,31
2025-06-04;307;15,8;353,0;375,5;0,21
2025-06-05;303;12,9;345,3;310,3;0,23
2025-06-05;304;13,0;345,6;319,4;0,13
2025-06-05;305;12,9;345,2;301,8;0,25
2025-06-05;306;12,9;345,1;317,7;0,3
2025-06-05;307;12,7;344,8;297,6;0,31
2025-06-06;303;15,5;352,3;376,5;0,18
2025-06-06;304;15,5;352,4;388,4;0,27
2025-06-06;305;15,6;352,6;368,8;0,18
2025-06-06;306;15,7;353,0;386,0;0,23
2025-06-06;307;15,5;352,2;368,1;0,21
2025-06-07;303;14,6;349,7;343,8;0,26
2025-06-07;304;14,6;350,1;359,3;0,17
2025-06-07;305;14,9;350,7;348,6;0,29
2025-06-07;306;14,9;350,6;357,1;0,26
2025-06-07;307;14,4;349,3;332,3;0,13
2025-06-08;303;15,7;352,9;385,1;0,12
2025-06-08;304;15,9;353,6;394,4;0,18
2025-06-08;305;16,0;353,6;385,3;0,11
2025-06-08;306;15,4;352,0;377,1;0,11
2025-06-08;307;15,3;351,7;357,4;0,3
2025-06-09;303;14,9;350,5;359,2;0,17
2025-06-09;304;15,2;351,8;374,0;0,2
2025-06-09;305;14,9;350,5;352,2;0,31
2025-06-09;306;14,6;349,9;345,5;0,21
2025-06-09;307;14,6;349,9;332,9;0,23
2025-06-10;303;14,9;350,6;359,3;0,31
2025-06-10;304;14,9;350,9;365,7;0,13
2025-06-10;305;14,7;350,2;344,0;0,32
2025-06-10;306;14,6;349,7;347,7;0,16
2025-06-10;307;14,9;350,4;337,3;0,29
2025-06-11;303;15,9;353,5;383,4;0,31
2025-06-11;304;15,9;353,6;397,4;0,24
2025-06-11;305;15,4;352,2;366,5;0,26
2025-06-11;306;15,7;352,8;388,5;0,15
2025-06-11;307;16,1;353,9;380,3;0,1
2025-06-12;303;15,3;351,7;366,2;0,27
2025-06-12;304;15,5;352,4;388,1;0,12
2025-06-12;305;15,2;351,4;359,1;0,31
2025-06-12;306;15,2;351,4;369,7;0,12
2025-06-12;307;15,2;351,5;354,4;0,16
2025-06-13;303;13,6;347,1;318,9;0,3
2025-06-13;304;13,8;347,6;333,6;0,18
2025-06-13;305;13,8;347,7;316,4;0,2
2025-06-13;306;13,7;347,4;325,2;0,28
2025-06-13;307;13,5;346,7;309,2;0,27
2025-06-14;303;13,9;347,9;327,0;0,16
2025-06-14;304;13,8;347,8;335,9;0,17
2025-06-14;305;14,0;348,2;319,5;0,3
2025-06-14;306;13,7;347,5;327,4;0,12
2025-06-14;307;14,1;348,4;318,7;0,25
2025-06-15;303;15,7;352,8;378,2;0,12
2025-06-15;304;15,9;353,5;399,1;0,2
2025-06-15;305;16,0;353,5;389,3;0,11
2025-06-15;306;16,0;353,8;394,9;0,2
2025-06-15;307;15,7;353,0;365,4;0,16
2025-06-16;303;13,6;347,0;316,9;0,14
2025-06-16;304;13,3;346,3;325,6;0,12
2025-06-16;305;13,1;345,6;308,2;0,19
2025-06-16;306;12,9;345,3;314,2;0,31
2025-06-16;307;13,6;347,1;310,6;0,31
2025-06-17;303;13,7;347,4;321,8;0,16
2025-06-17;304;13,4;346,8;330,0;0,1
2025-06-17;305;13,1;345,8;306,1;0,2
2025-06-17;306;13,4;346,5;322,6;0,11
2025-06-17;307;13,7;347,5;312,3;0,12
2025-06-18;303;14,2;348,7;332,3;0,13
2025-06-18;304;14,4;349,6;352,5;0,16
2025-06-18;305;14,0;348,0;321,2;0,11
2025-06-18;306;14,2;348,7;333,0;0,13
2025-06-18;307;14,1;348,3;321,4;0,16
2025-06-19;303;15,5;352,3;374,9;0,14
2025-06-19;304;15,3;351,9;383,5;0,2
2025-06-19;305;15,5;352,3;369,0;0,14
2025-06-19;306;15,5;352,4;382,0;0,2
2025-06-19;307;15,5;352,5;360,3;0,14
2025-06-20;303;14,8;350,4;350,5;0,15
2025-06-20;304;14,4;349,4;349,2;0,19
2025-06-20;305;14,5;349,6;339,5;0,3
2025-06-20;306;14,4;349,3;341,3;0,19
2025-06-20;307;14,7;350,2;335,3;0,16
2025-06-21;303;14,6;349,8;347,4;0,3
2025-06-21;304;14,6;350,0;356,0;0,2
2025-06-21;305;14,8;350,3;344,3;0,18
2025-06-21;306;14,7;350,3;354,6;0,21
2025-06-21;307;15,0;350,9;350,6;0,29
2025-06-22;303;13,6;347,2;317,6;0,28
2025-06-22;304;13,5;347,0;325,8;0,13
2025-06-22;305;13,5;346,7;312,6;0,11
2025-06-22;306;13,1;345,7;319,7;0,15
2025-06-22;307;13,9;348,0;316,2;0,17
2025-06-23;303;14,2;348,7;336,2;0,3
2025-06-23;304;13,9;348,2;331,2;0,12
2025-06-23;305;14,2;348,8;329,7;0,23
2025-06-23;306;14,1;348,4;332,6;0,27
2025-06-23;307;13,8;347,5;313,7;0,31
2025-06-24;303;15,6;352,6;374,9;0,29
2025-06-24;304;15,7;352,9;395,6;0,17
2025-06-24;305;15,7;352,9;373,8;0,21
2025-06-24;306;15,5;352,4;377,9;0,18
2025-06-24;307;15,5;352,4;361,4;0,28
2025-06-25;303;14,4;349,5;339,5;0,29
2025-06-25;304;14,2;349,0;344,7;0,16
2025-06-25;305;14,5;349,5;335,5;0,24
2025-06-25;306;14,6;349,9;355,7;0,17
2025-06-25;307;14,7;350,3;340,8;0,19
2025-06-26;303;13,6;347,1;321,8;0,18
2025-06-26;304;13,2;346,2;320,2;0,14
2025-06-26;305;13,1;345,7;309,0;0,32
2025-06-26;306;12,9;345,2;315,8;0,26
2025-06-26;307;13,0;345,3;303,4;0,21
2025-06-27;303;13,7;347,4;321,4;0,12
2025-06-27;304;13,7;347,5;328,1;0,24
2025-06-27;305;14,1;348,6;322,6;0,23
2025-06-27;306;14,0;348,3;330,8;0,14
2025-06-27;307;13,9;347,9;311,4;0,1
2025-06-28;303;14,7;350,2;350,1;0,25
2025-06-28;304;14,8;350,5;363,3;0,12
2025-06-28;305;14,4;349,3;330,1;0,1
2025-06-28;306;14,7;350,1;352,5;0,26
2025-06-28;307;14,8;350,5;343,5;0,15
2025-06-29;303;13,0;345,7;308,5;0,12
2025-06-29;304;13,3;346,4;325,2;0,14
2025-06-29;305;13,3;346,3;307,0;0,12
2025-06-29;306;13,4;346,9;324,2;0,3
2025-06-29;307;12,9;345,4;301,6;0,15
