Date;Electrolyseur;I_kA;U_V;QHCl_L_h;%O2_Mesure
2026-01-11;305;15,7;352,3;203,3;0,29
2026-01-11;306;16,1;353,4;222,1;0,27
2026-01-11;307;15,5;351,7;198,0;0,3
2026-01-12;303;15,8;352,6;213,1;0,3
2026-01-12;304;15,7;352,4;216,4;0,31
2026-01-12;305;15,5;351,6;202,9;0,17
2026-01-12;306;15,7;352,5;211,7;0,11
2026-01-12;307;15,4;351,5;191,9;0,13
2026-01-13;303;13,3;345,9;170,8;0,12
2026-01-13;304;13,6;346,6;182,1;0,28
2026-01-13;305;13,3;346,0;172,2;0,3
2026-01-13;306;13,7;347,0;175,1;0,11
2026-01-13;307;13,7;347,0;163,3;0,18
2026-01-14;303;13,9;347,5;173,0;0,32
2026-01-14;304;13,9;347,7;176,8;0,2
2026-01-14;305;14,0;347,7;168,5;0,24
2026-01-14;306;13,4;346,2;174,5;0,31
2026-01-14;307;13,9;347,3;164,6;0,28
2026-01-15;303;15,2;351,2;198,9;0,29
2026-01-15;304;15,0;350,7;203,2;0,32
2026-01-15;305;15,1;350,7;192,5;0,2
2026-01-15;306;15,1;350,8;198,6;0,27
2026-01-15;307;15,0;350,3;189,5;0,25
2026-01-16;303;15,0;350,5;191,1;0,27
2026-01-16;304;15,3;351,6;209,2;0,13
2026-01-16;305;15,0;350,6;188,8;0,15
2026-01-16;306;15,1;350,6;201,9;0,3
2026-01-16;307;14,4;348,8;170,3;0,24
2026-01-17;303;15,6;352,2;210,3;0,32
2026-01-17;304;15,3;351,3;206,7;0,12
2026-01-17;305;15,4;351,6;197,6;0,2
2026-01-17;306;15,5;351,8;209,5;0,14
2026-01-17;307;15,3;351,3;191,9;0,25
2026-01-18;303;12,7;344,4;169,9;0,26
2026-01-18;304;13,1;345,2;179,3;0,2
2026-01-18;305;13,4;346,2;170,3;0,3
2026-01-18;306;13,1;345,3;174,8;0,16
2026-01-18;307;13,2;345,5;163,7;0,17
2026-01-19;303;13,6;346,8;176,0;0,22
2026-01-19;304;13,4;346,2;178,0;0,16
2026-01-19;305;13,0;345,1;165,7;0,15
2026-01-19;306;13,4;346,1;173,9;0,14
2026-01-19;307;12,9;344,9;159,6;0,29
2026-01-20;303;15,4;351,6;204,6;0,22
2026-01-20;304;15,3;351,5;210,6;0,21
2026-01-20;305;15,1;350,6;191,2;0,23
2026-01-20;306;15,3;351,4;205,4;0,11
2026-01-20;307;15,4;351,5;192,1;0,25
2026-01-21;303;14,9;350,1;194,1;0,14
2026-01-21;304;15,3;351,5;207,8;0,13
2026-01-21;305;15,2;350,9;194,0;0,22
2026-01-21;306;15,5;352,0;208,5;0,2
2026-01-21;307;15,5;351,7;200,7;0,3
2026-01-22;303;14,2;348,3;179,3;0,31
2026-01-22;304;14,2;348,4;183,5;0,3
2026-01-22;305;14,6;349,2;185,2;0,26
2026-01-22;306;14,2;348,4;177,4;0,12
2026-01-22;307;14,0;347,9;167,1;0,13
2026-01-23;303;14,0;347,9;180,1;0,18
2026-01-23;304;13,7;346,9;175,7;0,2
2026-01-23;305;13,7;347,2;170,0;0,29
2026-01-23;306;13,7;347,1;173,9;0,26
2026-01-23;307;13,4;346,4;162,8;0,3
2026-01-24;303;14,4;349,1;182,8;0,19
2026-01-24;304;14,2;348,3;183,1;0,18
2026-01-24;305;14,4;348,7;179,7;0,2
2026-01-24;306;13,8;347,3;175,6;0,23
2026-01-24;307;14,5;349,0;174,5;0,31
2026-01-25;303;13,4;346,2;174,5;0,26
2026-01-25;304;13,5;346,5;179,5;0,11
2026-01-25;305;13,7;346,7;174,7;0,22
2026-01-25;306;13,2;345,5;173,5;0,24
2026-01-25;307;13,5;346,4;163,9;0,15
2026-01-26;303;13,7;347,0;174,8;0,14
2026-01-26;304;13,6;346,8;177,1;0,28
2026-01-26;305;13,8;347,1;172,4;0,3
2026-01-26;306;13,8;347,2;172,7;0,28
2026-01-26;307;13,7;347,1;169,0;0,16
2026-01-27;303;14,5;349,1;183,7;0,28
2026-01-27;304;14,9;350,3;204,5;0,24
2026-01-27;305;14,6;349,4;187,3;0,22
2026-01-27;306;15,0;350,6;194,0;0,23
2026-01-27;307;14,8;350,0;180,9;0,11
2026-01-28;303;13,0;345,0;169,2;0,19
2026-01-28;304;13,3;346,1;179,3;0,25
2026-01-28;305;14,0;347,8;174,9;0,11
2026-01-28;306;13,7;347,0;174,6;0,25
2026-01-28;307;13,9;347,6;164,3;0,25
2026-01-29;303;13,6;346,7;171,4;0,26
2026-01-29;304;13,8;347,4;178,9;0,15
2026-01-29;305;14,0;347,8;169,9;0,31
2026-01-29;306;13,8;347,3;175,0;0,17
2026-01-29;307;13,5;346,5;166,3;0,26
2026-01-30;303;13,5;346,4;170,9;0,24
2026-01-30;304;13,2;345,8;177,7;0,21
2026-01-30;305;13,5;346,2;172,9;0,26
2026-01-30;306;12,9;344,8;172,2;0,11
2026-01-30;307;13,0;344,9;164,0;0,25
2026-01-31;303;13,6;346,6;168,4;0,14
2026-01-31;304;13,5;346,5;177,1;0,23
2026-01-31;305;13,6;346,6;167,8;0,18
2026-01-31;306;13,5;346,6;174,8;0,25
2026-01-31;307;13,5;346,4;158,1;0,23
2026-02-01;303;13,5;346,5;170,9;0,22
2026-02-01;304;13,0;345,1;175,3;0,12
2026-02-01;305;13,6;346,3;171,2;0,23
2026-02-01;306;13,4;346,4;171,5;0,28
2026-02-01;307;13,2;345,7;160,6;0,28
2026-02-02;303;15,0;350,6;197,8;0,26
2026-02-02;304;14,9;350,3;196,6;0,1
2026-02-02;305;15,1;350,7;191,4;0,22
2026-02-02;306;14,8;350,0;188,4;0,31
2026-02-02;307;15,1;350,8;188,6;0,26
2026-02-03;303;13,1;345,3;170,9;0,29
2026-02-03;304;13,1;345,5;172,2;0,25
2026-02-03;305;13,2;345,5;167,4;0,27
2026-02-03;306;13,3;345,9;175,4;0,31
2026-02-03;307;13,4;346,2;161,8;0,24
2026-02-04;303;14,4;348,9;186,1;0,11
2026-02-04;304;14,1;348,1;180,4;0,31
2026-02-04;305;14,3;348,6;175,9;0,24
2026-02-04;306;14,3;348,7;180,4;0,28
2026-02-04;307;14,3;348,5;175,5;0,21
2026-02-05;303;13,1;345,3;168,9;0,2
2026-02-05;304;13,1;345,2;179,6;0,25
2026-02-05;305;13,3;345,9;168,9;0,12
2026-02-05;306;13,2;345,6;168,2;0,22
2026-02-05;307;13,4;346,1;163,2;0,18
2026-02-06;303;13,1;345,3;168,9;0,14
2026-02-06;304;13,2;345,9;174,3;0,11
2026-02-06;305;13,5;346,4;167,7;0,28
2026-02-06;306;13,2;345,8;171,3;0,2
2026-02-06;307;13,0;345,1;163,7;0,27
2026-02-07;303;14,9;350,2;192,7;0,32
2026-02-07;304;15,1;350,8;205,1;0,29
2026-02-07;305;14,6;349,2;185,6;0,18
2026-02-07;306;15,0;350,7;192,3;0,21
2026-02-07;307;14,9;350,1;185,6;0,23
2026-02-08;303;16,0;353,3;217,4;0,3
2026-02-08;304;15,6;352,2;212,0;0,15
2026-02-08;305;15,3;351,3;200,9;0,19
2026-02-08;306;15,8;352,6;210,8;0,27
2026-02-08;307;15,4;351,5;200,1;0,28
2026-02-09;303;14,3;348,5;181,0;0,14
2026-02-09;304;14,2;348,6;184,3;0,23
2026-02-09;305;14,4;348,8;180,6;0,11
2026-02-09;306;14,4;348,9;184,1;0,11
2026-02-09;307;13,9;347,5;164,6;0,29
2026-02-10;303;14,2;348,4;182,7;0,25
2026-02-10;304;14,5;349,2;186,6;0,29
2026-02-10;305;14,4;349,0;176,7;0,23
2026-02-10;306;14,4;349,0;181,3;0,15
2026-02-10;307;14,2;348,4;167,5;0,27
2026-02-11;303;14,7;349,5;193,0;0,25
2026-02-11;304;14,6;349,6;194,1;0,22
2026-02-11;305;14,7;349,5;189,6;0,25
2026-02-11;306;14,6;349,3;184,2;0,24
2026-02-11;307;14,9;350,2;181,1;0,21
2026-02-12;303;13,4;346,0;167,4;0,27
2026-02-12;304;13,2;345,8;175,9;0,15
2026-02-12;305;13,0;345,1;166,1;0,16
2026-02-12;306;12,9;344,9;166,8;0,17
2026-02-12;307;13,0;344,9;161,6;0,25
2026-02-13;303;13,5;346,5;175,9;0,16
2026-02-13;304;13,6;346,9;178,7;0,31
2026-02-13;305;13,5;346,4;167,8;0,15
2026-02-13;306;13,3;345,9;174,1;0,28
2026-02-13;307;13,7;347,0;166,8;0,2
2026-02-14;303;14,7;349,8;187,4;0,22
2026-02-14;304;15,1;350,9;197,5;0,32
2026-02-14;305;14,5;348,9;178,7;0,32
2026-02-14;306;15,0;350,6;192,5;0,16
2026-02-14;307;14,5;349,1;177,6;0,21
2026-02-15;303;13,2;345,8;171,6;0,24
2026-02-15;304;13,4;346,1;173,8;0,2
2026-02-15;305;13,3;345,8;166,2;0,22
2026-02-15;306;13,1;345,5;168,7;0,3
2026-02-15;307;13,3;345,9;161,0;0,29
2026-02-16;303;14,5;349,2;185,2;0,26
2026-02-16;304;14,7;349,7;199,4;0,12
2026-02-16;305;14,4;348,7;173,7;0,21
2026-02-16;306;14,3;348,7;182,6;0,18
2026-02-16;307;14,7;349,7;181,4;0,19
2026-02-17;303;13,5;346,5;173,2;0,28
2026-02-17;304;13,5;346,6;175,1;0,14
2026-02-17;305;13,6;346,6;171,7;0,11
2026-02-17;306;13,5;346,5;173,8;0,17
2026-02-17;307;13,6;346,7;166,3;0,15
2026-02-18;303;14,7;349,7;192,1;0,13
2026-02-18;304;14,8;350,0;197,6;0,21
2026-02-18;305;14,6;349,5;182,0;0,19
2026-02-18;306;15,3;351,2;203,9;0,18
2026-02-18;307;15,0;350,6;186,3;0,21
2026-02-19;303;13,0;345,1;173,3;0,15
2026-02-19;304;13,1;345,5;175,7;0,2
2026-02-19;305;12,9;344,7;165,6;0,17
2026-02-19;306;12,8;344,4;166,0;0,3
2026-02-19;307;13,0;345,2;164,0;0,2
2026-02-20;303;13,7;347,1;171,3;0,3
2026-02-20;304;14,0;347,9;183,2;0,13
2026-02-20;305;13,7;347,0;169,3;0,12
2026-02-20;306;13,7;346,9;177,1;0,18
2026-02-20;307;13,7;346,9;164,2;0,27
2026-02-21;303;13,7;347,1;171,5;0,18
2026-02-21;304;14,1;348,2;182,2;0,11
2026-02-21;305;14,2;348,4;170,7;0,26
2026-02-21;306;13,7;347,0;177,3;0,2
2026-02-21;307;13,4;346,1;164,3;0,14
2026-02-22;303;15,7;352,4;209,8;0,2
2026-02-22;304;15,5;352,0;210,0;0,14
2026-02-22;305;15,6;352,1;202,1;0,15
2026-02-22;306;15,8;352,7;209,4;0,23
2026-02-22;307;16,0;353,3;206,3;0,27
2026-02-23;303;13,7;347,1;177,1;0,32
2026-02-23;304;13,4;346,3;173,9;0,24
2026-02-23;305;13,6;346,7;165,8;0,1
2026-02-23;306;13,3;346,0;172,8;0,17
2026-02-23;307;13,6;346,6;169,6;0,26
2026-02-24;303;16,0;353,1;215,4;0,12
2026-02-24;304;15,5;351,9;212,8;0,23
2026-02-24;305;16,0;353,2;214,8;0,28
2026-02-24;306;15,8;352,7;215,6;0,27
2026-02-24;307;15,1;350,8;189,5;0,2
2026-02-25;303;13,1;345,4;170,0;0,19
2026-02-25;304;13,2;345,6;177,6;0,23
2026-02-25;305;13,5;346,3;171,7;0,11
2026-02-25;306;13,3;345,8;171,7;0,16
2026-02-25;307;13,2;345,6;161,5;0,28
2026-02-26;303;14,4;348,9;191,9;0,26
2026-02-26;304;14,3;348,6;186,8;0,27
2026-02-26;305;14,2;348,2;174,4;0,15
2026-02-26;306;14,3;348,8;183,1;0,11
2026-02-26;307;14,4;348,8;178,7;0,3
2026-02-27;303;12,9;344,9;170,0;0,11
2026-02-27;304;13,2;345,6;176,0;0,2
2026-02-27;305;12,8;344,4;165,7;0,13
2026-02-27;306;13,1;345,5;173,7;0,29
2026-02-27;307;13,1;345,4;157,7;0,12
2026-02-28;303;14,3;348,8;178,0;0,22
2026-02-28;304;14,2;348,4;182,0;0,11
2026-02-28;305;14,2;348,2;172,4;0,21
2026-02-28;306;14,2;348,4;184,4;0,32
2026-02-28;307;14,4;348,8;174,0;0,21
2026-03-01;303;13,5;346,6;175,1;0,31
2026-03-01;304;13,5;346,5;174,0;0,28
2026-03-01;305;13,5;346,3;168,6;0,25
2026-03-01;306;13,2;345,6;174,2;0,2
2026-03-01;307;13,4;346,2;163,0;0,21
2026-03-02;303;16,1;353,6;224,5;0,1
2026-03-02;304;15,9;353,1;221,3;0,12
2026-03-02;305;16,0;353,2;207,9;0,17
2026-03-02;306;16,0;353,0;220,5;0,21
2026-03-02;307;16,0;353,1;209,0;0,18
2026-03-03;303;14,3;348,5;179,3;0,29
2026-03-03;304;14,2;348,5;188,5;0,25
2026-03-03;305;14,6;349,3;182,1;0,28
2026-03-03;306;14,4;349,1;187,1;0,11
2026-03-03;307;14,2;348,4;168,6;0,25
2026-03-04;303;13,6;346,8;178,5;0,29
2026-03-04;304;13,3;345,9;177,6;0,26
2026-03-04;305;13,7;347,0;169,5;0,28
2026-03-04;306;13,8;347,2;172,7;0,28
2026-03-04;307;13,8;347,2;167,8;0,15
2026-03-05;303;13,1;345,2;169,6;0,17
2026-03-05;304;13,2;345,9;177,0;0,27
2026-03-05;305;13,0;345,0;166,1;0,28
2026-03-05;306;13,2;345,7;171,5;0,21
2026-03-05;307;13,2;345,8;163,4;0,23
2026-03-06;303;15,9;353,1;219,6;0,21
2026-03-06;304;15,8;353,0;220,6;0,31
2026-03-06;305;16,1;353,4;215,7;0,18
2026-03-06;306;15,6;352,1;211,9;0,31
2026-03-06;307;15,8;352,5;205,6;0,21
2026-03-07;303;12,9;345,0;171,6;0,23
2026-03-07;304;13,0;345,3;175,0;0,13
2026-03-07;305;12,9;344,8;163,1;0,25
2026-03-07;306;12,9;344,7;174,4;0,3
2026-03-07;307;12,7;344,4;161,1;0,31
2026-03-08;303;15,5;351,8;209,9;0,18
2026-03-08;304;15,5;351,9;216,2;0,27
2026-03-08;305;15,6;352,1;201,1;0,18
2026-03-08;306;15,7;352,5;211,6;0,23
2026-03-08;307;15,5;351,8;201,5;0,21
2026-03-09;303;14,6;349,3;186,8;0,26
2026-03-09;304;14,6;349,7;197,1;0,17
2026-03-09;305;14,9;350,2;188,4;0,29
2026-03-09;306;14,9;350,1;191,5;0,26
2026-03-09;307;14,4;348,9;177,4;0,13
2026-03-10;303;15,7;352,4;216,3;0,12
2026-03-10;304;15,9;353,1;217,8;0,18
2026-03-10;305;16,0;353,1;213,3;0,11
2026-03-10;306;15,4;351,6;206,0;0,11
2026-03-10;307;15,3;351,3;192,9;0,3
2026-03-11;303;14,9;350,1;199,0;0,17
2026-03-11;304;15,2;351,4;205,1;0,2
2026-03-11;305;14,9;350,1;192,0;0,31
2026-03-11;306;14,6;349,5;183,3;0,21
2026-03-11;307;14,6;349,4;176,0;0,23
2026-03-12;303;14,9;350,2;199,2;0,31
2026-03-12;304;14,9;350,4;200,1;0,13
2026-03-12;305;14,7;349,7;185,9;0,32
2026-03-12;306;14,6;349,3;185,4;0,16
2026-03-12;307;14,9;350,0;177,1;0,29
2026-03-13;303;15,9;353,0;212,5;0,31
2026-03-13;304;15,9;353,2;220,7;0,24
2026-03-13;305;15,4;351,7;200,9;0,26
2026-03-13;306;15,7;352,3;214,0;0,15
2026-03-13;307;16,1;353,4;207,2;0,1
2026-03-14;303;15,3;351,3;201,7;0,27
2026-03-14;304;15,5;352,0;215,9;0,12
2026-03-14;305;15,2;350,9;195,7;0,31
2026-03-14;306;15,2;350,9;200,8;0,12
2026-03-14;307;15,2;351,1;191,0;0,16
2026-03-15;303;13,6;346,7;172,7;0,3
2026-03-15;304;13,8;347,2;180,3;0,18
2026-03-15;305;13,8;347,2;168,1;0,2
2026-03-15;306;13,7;347,0;172,9;0,28
2026-03-15;307;13,5;346,3;164,0;0,27
2026-03-16;303;13,9;347,5;177,6;0,16
2026-03-16;304;13,8;347,4;182,6;0,17
2026-03-16;305;14,0;347,7;169,0;0,3
2026-03-16;306;13,7;347,1;175,2;0,12
2026-03-16;307;14,1;347,9;167,1;0,25
2026-03-17;303;15,7;352,3;209,4;0,12
2026-03-17;304;15,9;353,0;222,5;0,2
2026-03-17;305;16,0;353,0;217,3;0,11
2026-03-17;306;16,0;353,3;217,2;0,2
2026-03-17;307;15,7;352,5;196,6;0,16
2026-03-18;303;13,6;346,6;170,7;0,14
2026-03-18;304;13,3;346,0;177,9;0,12
2026-03-18;305;13,1;345,2;167,4;0,19
2026-03-18;306;12,9;344,9;170,9;0,31
2026-03-18;307;13,6;346,7;164,4;0,31
2026-03-19;303;13,7;347,0;174,5;0,16
2026-03-19;304;13,4;346,4;181,1;0,1
2026-03-19;305;13,1;345,4;165,3;0,2
2026-03-19;306;13,4;346,1;173,7;0,11
2026-03-19;307;13,7;347,0;165,1;0,12
2026-03-20;303;14,2;348,3;179,6;0,13
2026-03-20;304;14,4;349,1;192,5;0,16
2026-03-20;305;14,0;347,6;170,7;0,11
2026-03-20;306;14,2;348,3;175,3;0,13
2026-03-20;307;14,1;347,9;169,9;0,16
2026-03-21;303;15,5;351,8;208,3;0,14
2026-03-21;304;15,3;351,5;213,6;0,2
2026-03-21;305;15,5;351,8;202,4;0,14
2026-03-21;306;15,5;351,9;209,8;0,2
2026-03-21;307;15,5;352,0;193,7;0,14
2026-03-22;303;14,8;350,0;191,4;0,15
2026-03-22;304;14,4;348,9;189,2;0,19
2026-03-22;305;14,5;349,1;183,6;0,3
2026-03-22;306;14,4;348,9;181,3;0,19
2026-03-22;307;14,7;349,8;177,3;0,16
2026-03-23;303;14,6;349,4;190,5;0,3
2026-03-23;304;14,6;349,6;193,8;0,2
2026-03-23;305;14,8;349,8;185,2;0,18
2026-03-23;306;14,7;349,8;191,3;0,21
2026-03-23;307;15,0;350,5;189,3;0,29
2026-03-24;303;13,6;346,8;171,4;0,28
2026-03-24;304;13,5;346,6;175,9;0,13
2026-03-24;305;13,5;346,2;167,4;0,11
2026-03-24;306;13,1;345,3;174,1;0,15
2026-03-24;307;13,9;347,6;166,8;0,17
2026-03-25;303;14,2;348,3;183,6;0,3
2026-03-25;304;13,9;347,8;176,7;0,12
2026-03-25;305;14,2;348,4;177,1;0,23
2026-03-25;306;14,1;348,0;176,0;0,27
2026-03-25;307;13,8;347,0;165,3;0,31
2026-03-26;303;15,6;352,2;207,2;0,29
2026-03-26;304;15,7;352,5;221,2;0,17
2026-03-26;305;15,7;352,4;205,1;0,21
2026-03-26;306;15,5;352,0;205,7;0,18
2026-03-26;307;15,5;351,9;194,8;0,28
2026-03-27;303;14,4;349,1;184,7;0,29
2026-03-27;304;14,2;348,6;187,0;0,16
2026-03-27;305;14,5;349,0;179,7;0,24
2026-03-27;306;14,6;349,5;193,6;0,17
2026-03-27;307;14,7;349,8;182,8;0,19
2026-03-28;303;13,6;346,7;175,6;0,18
2026-03-28;304;13,2;345,9;173,5;0,14
2026-03-28;305;13,1;345,3;168,2;0,32
2026-03-28;306;12,9;344,9;172,5;0,26
2026-03-28;307;13,0;344,9;163,7;0,21
2026-03-29;303;13,7;347,0;174,1;0,12
2026-03-29;304;13,7;347,1;175,9;0,24
2026-03-29;305;14,1;348,2;171,1;0,23
2026-03-29;306;14,0;347,9;175,3;0,14
2026-03-29;307;13,9;347,5;162,0;0,1
2026-03-30;303;14,7;349,8;192,1;0,25
2026-03-30;304;14,8;350,1;198,9;0,12
2026-03-30;305;14,4;348,8;175,4;0,1
2026-03-30;306;14,7;349,6;189,2;0,26
2026-03-30;307;14,8;350,0;184,4;0,15
2026-03-31;303;13,0;345,3;168,8;0,12
2026-03-31;304;13,3;346,1;177,4;0,14
2026-03-31;305;13,3;345,9;164,0;0,12
2026-03-31;306;13,4;346,5;175,3;0,3
2026-03-31;307;12,9;345,1;162,9;0,15
