Date;Electrolyseur;I_kA;U_V;QHCl_L_h;%O2_Mesure
2025-07-09;303;15,5;352,8;549,8;0,23
2025-07-09;304;15,4;352,4;555,0;0,26
2025-07-09;305;15,4;352,3;543,4;0,22
2025-07-09;306;15,4;352,4;551,5;0,23
2025-07-09;307;15,5;352,7;539,8;0,14
2025-07-10;303;14,5;349,7;507,4;0,13
2025-07-10;304;14,6;350,1;519,5;0,28
2025-07-10;305;14,4;349,6;497,0;0,25
2025-07-10;306;14,5;350,0;521,8;0,13
2025-07-10;307;14,4;349,6;493,1;0,23
2025-07-11;303;13,9;348,2;483,8;0,29
2025-07-11;304;14,1;348,9;505,6;0,16
2025-07-11;305;14,1;348,8;485,4;0,11
2025-07-11;306;14,0;348,5;496,2;0,12
2025-07-11;307;13,7;347,6;475,0;0,28
2025-07-12;303;13,9;348,2;488,1;0,18
2025-07-12;304;14,1;348,8;505,3;0,29
2025-07-12;305;13,8;347,7;479,7;0,22
2025-07-12;306;14,0;348,8;494,1;0,16
2025-07-12;307;13,8;347,8;475,1;0,28
2025-07-13;303;13,3;346,7;467,9;0,29
2025-07-13;304;13,3;346,6;478,5;0,14
2025-07-13;305;12,5;344,2;444,4;0,29
2025-07-13;306;13,4;347,0;479,4;0,13
2025-07-13;307;13,2;346,2;459,1;0,24
2025-07-14;303;14,2;349,0;498,2;0,23
2025-07-14;304;13,6;347,4;491,0;0,3
2025-07-14;305;13,9;348,2;485,9;0,28
2025-07-14;306;13,9;348,3;494,7;0,25
2025-07-14;307;13,8;347,9;473,9;0,16
2025-07-15;303;13,3;346,7;472,2;0,18
2025-07-15;304;12,8;345,2;468,4;0,15
2025-07-15;305;13,3;346,5;467,6;0,19
2025-07-15;306;12,8;345,2;459,4;0,28
2025-07-15;307;12,9;345,4;445,4;0,3
2025-07-16;303;14,6;350,2;519,2;0,2
2025-07-16;304;14,5;349,9;525,6;0,23
2025-07-16;305;14,6;350,3;514,3;0,19
2025-07-16;306;14,4;349,7;513,1;0,3
2025-07-16;307;14,9;351,1;519,6;0,15
2025-07-17;303;14,1;348,8;495,1;0,25
2025-07-17;304;13,7;347,7;492,0;0,16
2025-07-17;305;14,2;349,1;499,4;0,12
2025-07-17;306;13,8;348,1;493,7;0,31
2025-07-17;307;13,8;348,0;477,0;0,21
2025-07-18;303;13,8;348,0;485,6;0,23
2025-07-18;304;13,6;347,7;489,9;0,3
2025-07-18;305;13,7;347,5;478,3;0,14
2025-07-18;306;14,0;348,5;497,8;0,22
2025-07-18;307;13,6;347,5;476,0;0,2
2025-07-19;303;13,4;346,9;474,8;0,3
2025-07-19;304;13,7;347,8;495,0;0,19
2025-07-19;305;13,6;347,4;478,0;0,2
2025-07-19;306;13,3;346,8;477,9;0,11
2025-07-19;307;13,1;346,1;458,9;0,18
2025-07-20;303;13,2;346,2;472,2;0,24
2025-07-20;304;13,4;346,9;487,8;0,18
2025-07-20;305;13,4;346,7;474,9;0,12
2025-07-20;306;13,1;346,1;471,3;0,28
2025-07-20;307;13,1;346,1;459,8;0,13
2025-07-21;303;15,8;353,4;577,1;0,24
2025-07-21;304;15,7;353,2;580,9;0,19
2025-07-21;305;15,8;353,5;569,6;0,22
2025-07-21;306;15,7;353,3;572,2;0,18
2025-07-21;307;15,6;352,7;550,3;0,12
2025-07-22;303;14,4;349,5;513,5;0,29
2025-07-22;304;14,5;350,0;527,7;0,24
2025-07-22;305;14,3;349,5;503,1;0,19
2025-07-22;306;14,2;349,1;506,8;0,19
2025-07-22;307;14,2;349,1;495,0;0,21
2025-07-23;303;14,5;349,9;513,7;0,18
2025-07-23;304;14,4;349,7;523,0;0,27
2025-07-23;305;14,6;350,1;514,2;0,13
2025-07-23;306;14,8;350,6;535,4;0,17
2025-07-23;307;14,5;349,8;503,3;0,3
2025-07-24;303;13,2;346,2;473,1;0,15
2025-07-24;304;13,4;346,9;490,4;0,11
2025-07-24;305;13,4;346,8;475,7;0,23
2025-07-24;306;13,2;346,3;483,5;0,31
2025-07-24;307;13,6;347,3;473,3;0,3
2025-07-25;303;14,4;349,6;516,1;0,15
2025-07-25;304;14,3;349,4;523,7;0,17
2025-07-25;305;14,3;349,2;505,9;0,2
2025-07-25;306;14,0;348,4;502,7;0,23
2025-07-25;307;14,1;348,8;493,6;0,19
2025-07-26;303;14,8;350,9;534,9;0,14
2025-07-26;304;14,8;350,7;548,2;0,25
2025-07-26;305;14,9;350,9;529,5;0,13
2025-07-26;306;14,8;350,8;536,5;0,29
2025-07-26;307;15,4;352,2;543,4;0,19
2025-07-27;303;14,2;349,1;503,3;0,1
2025-07-27;304;14,0;348,5;511,2;0,27
2025-07-27;305;13,9;348,3;489,2;0,23
2025-07-27;306;14,3;349,2;518,8;0,27
2025-07-27;307;14,1;348,6;494,7;0,11
2025-07-28;303;13,5;347,1;490,0;0,3
2025-07-28;304;13,2;346,6;489,7;0,17
2025-07-28;305;13,4;347,0;473,4;0,21
2025-07-28;306;13,1;346,2;479,2;0,13
2025-07-28;307;13,5;347,3;474,7;0,3
2025-07-29;303;15,4;352,4;559,5;0,24
2025-07-29;304;15,1;351,5;556,7;0,25
2025-07-29;305;15,2;351,8;543,7;0,27
2025-07-29;306;15,2;351,8;554,9;0,16
2025-07-29;307;15,5;352,9;554,3;0,18
2025-07-30;303;14,7;350,4;532,5;0,12
2025-07-30;304;15,1;351,4;557,0;0,17
2025-07-30;305;14,9;351,1;532,2;0,17
2025-07-30;306;14,9;350,9;542,7;0,27
2025-07-30;307;15,0;351,3;529,5;0,14
2025-07-31;303;13,3;346,6;481,6;0,31
2025-07-31;304;13,0;345,9;476,9;0,12
2025-07-31;305;13,3;346,8;475,3;0,28
2025-07-31;306;12,8;345,1;469,4;0,17
2025-07-31;307;13,1;346,2;467,6;0,24
2025-08-01;303;14,7;350,2;530,0;0,3
2025-08-01;304;14,2;349,3;523,7;0,27
2025-08-01;305;14,7;350,4;530,3;0,31
2025-08-01;306;14,4;349,4;523,5;0,32
2025-08-01;307;14,2;349,0;500,8;0,29
2025-08-02;303;14,6;350,1;527,9;0,31
2025-08-02;304;14,3;349,6;521,6;0,19
2025-08-02;305;14,0;348,5;500,0;0,11
2025-08-02;306;14,4;349,7;522,6;0,18
2025-08-02;307;14,3;349,2;505,7;0,17
2025-08-03;303;13,6;347,3;490,8;0,31
2025-08-03;304;13,9;348,3;509,5;0,16
2025-08-03;305;13,5;347,2;486,4;0,11
2025-08-03;306;13,6;347,5;497,2;0,28
2025-08-03;307;13,8;347,9;485,4;0,13
2025-08-04;303;14,3;349,3;517,0;0,15
2025-08-04;304;14,5;350,0;535,4;0,23
2025-08-04;305;14,6;350,2;522,1;0,23
2025-08-04;306;14,4;349,9;524,2;0,15
2025-08-04;307;14,6;350,2;523,6;0,25
2025-08-05;303;13,3;346,5;485,0;0,19
2025-08-05;304;12,7;345,2;473,3;0,13
2025-08-05;305;13,2;346,3;478,7;0,22
2025-08-05;306;13,3;346,5;490,1;0,31
2025-08-05;307;13,3;346,4;474,4;0,18
2025-08-06;303;15,9;353,6;591,6;0,1
2025-08-06;304;16,0;354,1;613,7;0,19
2025-08-06;305;16,0;354,0;591,7;0,19
2025-08-06;306;16,2;354,7;611,1;0,25
2025-08-06;307;15,8;353,3;572,6;0,28
2025-08-07;303;13,6;347,4;491,0;0,26
2025-08-07;304;13,8;348,1;512,1;0,19
2025-08-07;305;13,8;348,0;495,3;0,13
2025-08-07;306;13,6;347,3;499,7;0,19
2025-08-07;307;14,1;348,7;499,3;0,2
2025-08-08;303;14,9;350,9;549,9;0,25
2025-08-08;304;14,7;350,6;544,2;0,21
2025-08-08;305;15,0;351,1;550,4;0,1
2025-08-08;306;14,7;350,5;542,3;0,14
2025-08-08;307;14,8;350,9;529,5;0,3
2025-08-09;303;13,1;346,1;479,7;0,23
2025-08-09;304;13,7;347,8;511,6;0,16
2025-08-09;305;13,6;347,4;495,1;0,23
2025-08-09;306;13,6;347,3;502,1;0,19
2025-08-09;307;13,4;347,0;477,2;0,28
2025-08-10;303;15,8;353,6;581,9;0,25
2025-08-10;304;15,9;353,7;601,8;0,29
2025-08-10;305;15,7;353,2;579,3;0,29
2025-08-10;306;15,7;353,3;591,6;0,27
2025-08-10;307;15,9;353,7;578,5;0,27
2025-08-11;303;14,9;351,0;549,6;0,26
2025-08-11;304;14,7;350,5;545,2;0,26
2025-08-11;305;14,9;350,9;544,4;0,27
2025-08-11;306;15,2;351,9;568,2;0,31
2025-08-11;307;15,1;351,5;548,2;0,12
2025-08-12;303;13,7;347,8;500,9;0,25
2025-08-12;304;13,8;348,0;518,7;0,24
2025-08-12;305;13,9;348,2;501,2;0,25
2025-08-12;306;13,8;348,0;507,5;0,29
2025-08-12;307;13,9;348,3;494,5;0,14
2025-08-13;303;13,1;346,0;480,0;0,14
2025-08-13;304;13,3;346,6;493,3;0,2
2025-08-13;305;13,2;346,2;480,6;0,28
2025-08-13;306;13,3;346,6;495,5;0,19
2025-08-13;307;13,2;346,3;476,1;0,24
2025-08-14;303;14,0;348,4;512,0;0,1
2025-08-14;304;13,8;347,9;518,1;0,18
2025-08-14;305;13,8;348,0;502,2;0,32
2025-08-14;306;13,8;348,1;505,3;0,19
2025-08-14;307;13,9;348,2;499,7;0,2
2025-08-15;303;14,1;348,9;518,7;0,32
2025-08-15;304;13,7;347,7;513,4;0,15
2025-08-15;305;13,5;347,2;489,6;0,14
2025-08-15;306;13,8;348,0;512,5;0,21
2025-08-15;307;13,7;347,8;490,1;0,12
2025-08-16;303;13,1;346,0;485,7;0,2
2025-08-16;304;13,3;346,7;501,1;0,21
2025-08-16;305;13,2;346,1;482,4;0,18
2025-08-16;306;13,0;345,9;487,8;0,17
2025-08-16;307;12,9;345,4;469,0;0,16
2025-08-17;303;14,0;348,5;509,1;0,17
2025-08-17;304;14,2;349,1;534,3;0,14
2025-08-17;305;14,0;348,4;506,3;0,12
2025-08-17;306;14,3;349,5;529,0;0,14
2025-08-17;307;14,2;349,2;510,6;0,31
2025-08-18;303;15,6;352,8;586,5;0,19
2025-08-18;304;15,4;352,4;585,8;0,17
2025-08-18;305;15,9;353,8;592,4;0,12
2025-08-18;306;15,5;352,6;586,1;0,14
2025-08-18;307;15,8;353,4;578,8;0,18
2025-08-19;303;14,8;350,8;546,1;0,28
2025-08-19;304;15,1;351,5;576,5;0,23
2025-08-19;305;14,8;350,7;544,7;0,15
2025-08-19;306;15,2;351,9;569,6;0,14
2025-08-19;307;14,8;350,7;536,3;0,25
2025-08-20;303;13,1;346,0;488,1;0,12
2025-08-20;304;12,8;345,3;488,2;0,13
2025-08-20;305;13,2;346,2;483,2;0,22
2025-08-20;306;13,1;346,0;495,4;0,27
2025-08-20;307;13,2;346,5;481,3;0,15
2025-08-21;303;14,9;351,0;554,7;0,2
2025-08-21;304;15,3;352,3;582,5;0,18
2025-08-21;305;15,3;352,2;569,1;0,31
2025-08-21;306;15,3;352,2;580,1;0,19
2025-08-21;307;15,2;351,7;554,0;0,24
2025-08-22;303;13,4;346,8;497,3;0,15
2025-08-22;304;13,9;348,3;521,3;0,2
2025-08-22;305;13,4;346,9;495,3;0,15
2025-08-22;306;13,5;347,3;504,1;0,22
2025-08-22;307;13,9;348,3;506,8;0,24
2025-08-23;303;13,4;347,0;499,1;0,23
2025-08-23;304;13,1;346,2;497,6;0,14
2025-08-23;305;13,3;346,6;486,0;0,24
2025-08-23;306;13,2;346,3;494,0;0,25
2025-08-23;307;13,2;346,3;482,0;0,22
2025-08-24;303;13,7;347,6;501,1;0,23
2025-08-24;304;14,0;348,6;526,6;0,26
2025-08-24;305;13,5;347,2;494,3;0,23
2025-08-24;306;14,1;348,9;531,1;0,14
2025-08-24;307;13,8;347,9;502,5;0,16
2025-08-25;303;15,1;351,6;563,9;0,17
2025-08-25;304;14,3;349,4;536,9;0,21
2025-08-25;305;14,7;350,7;542,3;0,15
2025-08-25;306;14,6;350,3;548,9;0,27
2025-08-25;307;14,4;349,7;525,0;0,16
2025-08-26;303;14,6;350,4;547,3;0,12
2025-08-26;304;14,0;348,8;526,1;0,16
2025-08-26;305;14,6;350,1;542,1;0,3
2025-08-26;306;14,0;348,6;520,5;0,22
2025-08-26;307;14,3;349,5;523,0;0,1
2025-08-27;303;15,9;353,8;605,8;0,31
2025-08-27;304;16,2;354,7;628,3;0,24
2025-08-27;305;15,8;353,4;597,1;0,14
2025-08-27;306;15,7;353,3;599,5;0,2
2025-08-27;307;15,8;353,5;589,3;0,2
2025-08-28;303;13,4;346,8;501,6;0,22
2025-08-28;304;13,7;347,9;520,7;0,29
2025-08-28;305;13,4;346,9;496,8;0,31
2025-08-28;306;13,5;347,1;505,3;0,31
2025-08-28;307;13,6;347,5;495,4;0,11
2025-08-29;303;14,3;349,5;533,8;0,2
2025-08-29;304;14,4;349,6;544,2;0,2
2025-08-29;305;13,9;348,2;512,7;0,2
2025-08-29;306;14,0;348,5;522,0;0,13
2025-08-29;307;14,2;349,2;519,8;0,19
2025-08-30;303;14,5;349,9;541,6;0,19
2025-08-30;304;14,5;350,0;549,2;0,28
2025-08-30;305;14,0;348,4;517,4;0,22
2025-08-30;306;14,5;350,0;548,9;0,22
2025-08-30;307;14,1;348,8;511,3;0,17
2025-08-31;303;13,6;347,4;504,5;0,15
2025-08-31;304;13,5;347,3;515,9;0,14
2025-08-31;305;13,6;347,3;502,0;0,14
2025-08-31;306;13,5;347,2;504,7;0,19
2025-08-31;307;13,4;346,8;490,5;0,22
2025-09-01;303;14,4;349,7;536,9;0,31
2025-09-01;304;14,5;350,0;557,5;0,16
2025-09-01;305;14,3;349,3;530,7;0,21
2025-09-01;306;14,2;349,1;536,5;0,31
2025-09-01;307;14,6;350,2;538,5;0,16
2025-09-02;303;14,4;349,8;533,5;0,19
2025-09-02;304;14,3;349,5;549,6;0,22
2025-09-02;305;14,5;350,0;541,5;0,14
2025-09-02;306;14,6;350,2;550,2;0,23
2025-09-02;307;14,3;349,3;526,7;0,21
2025-09-03;303;13,2;346,4;497,6;0,29
2025-09-03;304;13,9;348,3;527,3;0,26
2025-09-03;305;13,3;346,5;498,1;0,31
2025-09-03;306;13,9;348,4;525,1;0,31
2025-09-03;307;14,2;349,1;518,7;0,11
2025-09-04;303;13,0;345,8;496,8;0,17
2025-09-04;304;13,1;346,2;500,6;0,32
2025-09-04;305;12,8;345,3;478,9;0,12
2025-09-04;306;13,4;347,0;508,6;0,11
2025-09-04;307;13,1;346,0;487,1;0,31
2025-09-05;303;13,4;347,1;505,9;0,15
2025-09-05;304;13,1;346,0;504,4;0,18
2025-09-05;305;13,0;345,7;485,6;0,29
2025-09-05;306;13,2;346,2;501,6;0,11
2025-09-05;307;12,9;345,4;478,5;0,17
2025-09-06;303;15,6;353,0;593,8;0,32
2025-09-06;304;15,6;353,0;607,8;0,23
2025-09-06;305;15,3;352,2;583,7;0,3
2025-09-06;306;15,3;352,1;589,5;0,17
2025-09-06;307;15,1;351,4;565,8;0,2
2025-09-07;303;13,3;346,6;501,6;0,27
2025-09-07;304;13,5;347,3;516,7;0,24
2025-09-07;305;13,4;346,8;502,8;0,16
2025-09-07;306;13,2;346,5;504,0;0,14
2025-09-07;307;13,4;347,0;499,3;0,24
2025-09-08;303;15,6;352,9;600,2;0,18
2025-09-08;304;15,7;353,4;614,3;0,16
2025-09-08;305;15,5;352,7;589,9;0,11
2025-09-08;306;15,7;353,4;612,1;0,24
2025-09-08;307;15,7;353,1;592,6;0,18
2025-09-09;303;15,5;352,6;592,4;0,24
2025-09-09;304;15,5;352,7;612,6;0,18
2025-09-09;305;15,3;352,2;583,0;0,24
2025-09-09;306;15,4;352,2;602,2;0,12
2025-09-09;307;15,4;352,2;578,4;0,14
2025-09-10;303;13,0;345,8;493,1;0,18
2025-09-10;304;13,4;347,1;519,6;0,14
2025-09-10;305;13,2;346,3;499,5;0,28
2025-09-10;306;13,0;345,9;498,1;0,26
2025-09-10;307;13,7;347,6;508,7;0,13
2025-09-11;303;14,8;350,8;558,7;0,27
2025-09-11;304;15,3;352,1;596,3;0,24
2025-09-11;305;15,0;351,2;566,9;0,14
2025-09-11;306;14,9;351,1;575,4;0,21
2025-09-11;307;14,8;350,8;552,2;0,23
2025-09-12;303;15,1;351,6;578,3;0,16
2025-09-12;304;14,9;351,1;580,7;0,3
2025-09-12;305;15,3;352,1;581,4;0,31
2025-09-12;306;15,1;351,5;584,4;0,28
2025-09-12;307;15,1;351,4;566,2;0,12
2025-09-13;303;13,8;347,9;517,6;0,25
2025-09-13;304;13,6;347,5;527,8;0,3
2025-09-13;305;13,7;347,8;517,7;0,28
2025-09-13;306;13,7;347,7;522,5;0,24
2025-09-13;307;13,7;347,6;509,4;0,26
2025-09-14;303;13,7;347,7;518,1;0,26
2025-09-14;304;13,7;347,7;532,7;0,28
2025-09-14;305;13,8;348,1;522,6;0,12
2025-09-14;306;13,9;348,2;529,0;0,31
2025-09-14;307;13,5;347,1;503,7;0,32
2025-09-15;303;15,8;353,4;614,2;0,12
2025-09-15;304;16,1;354,3;634,1;0,14
2025-09-15;305;15,8;353,4;606,2;0,21
2025-09-15;306;15,9;353,9;621,1;0,14
2025-09-15;307;15,9;353,7;606,4;0,2
2025-09-16;303;15,5;352,8;598,9;0,19
2025-09-16;304;15,2;351,9;597,9;0,15
2025-09-16;305;15,5;352,5;594,9;0,31
2025-09-16;306;15,7;353,2;614,8;0,2
2025-09-16;307;15,4;352,5;585,9;0,2
2025-09-17;303;14,9;351,1;570,4;0,28
2025-09-17;304;14,9;351,1;581,2;0,2
2025-09-17;305;14,9;351,1;567,8;0,21
2025-09-17;306;15,2;351,8;588,2;0,26
2025-09-17;307;15,2;351,7;575,0;0,17
2025-09-18;303;15,8;353,4;614,6;0,18
2025-09-18;304;16,2;354,6;647,9;0,19
2025-09-18;305;15,8;353,5;618,0;0,12
2025-09-18;306;16,0;353,9;629,5;0,15
2025-09-18;307;15,6;353,0;590,6;0,3
2025-09-19;303;13,4;347,0;515,1;0,16
2025-09-19;304;13,1;346,1;513,4;0,17
2025-09-19;305;13,2;346,3;502,4;0,24
2025-09-19;306;13,1;346,0;512,7;0,27
2025-09-19;307;13,2;346,4;498,7;0,3
2025-09-20;303;16,0;354,1;624,2;0,14
2025-09-20;304;15,7;353,3;616,8;0,24
2025-09-20;305;16,0;354,0;621,9;0,31
2025-09-20;306;15,7;353,2;618,1;0,12
2025-09-20;307;15,1;351,5;569,1;0,13
2025-09-21;303;14,7;350,5;565,2;0,12
2025-09-21;304;15,1;351,7;594,2;0,32
2025-09-21;305;14,8;350,8;560,3;0,12
2025-09-21;306;15,4;352,4;605,4;0,29
2025-09-21;307;15,0;351,2;566,1;0,15
2025-09-22;303;14,8;350,8;567,7;0,13
2025-09-22;304;15,1;351,7;596,2;0,28
2025-09-22;305;14,7;350,4;560,1;0,19
2025-09-22;306;14,7;350,2;571,3;0,19
2025-09-22;307;15,0;351,1;568,8;0,27
2025-09-23;303;14,3;349,3;552,8;0,11
2025-09-23;304;14,4;349,5;561,8;0,2
2025-09-23;305;14,3;349,3;540,1;0,15
2025-09-23;306;14,4;349,8;559,8;0,17
2025-09-23;307;14,4;349,7;544,1;0,26
2025-09-24;303;14,1;348,8;542,8;0,12
2025-09-24;304;13,9;348,4;542,3;0,16
2025-09-24;305;14,1;348,8;535,4;0,13
2025-09-24;306;14,1;348,9;550,1;0,13
2025-09-24;307;14,0;348,6;521,6;0,12
2025-09-25;303;13,1;346,1;507,7;0,18
2025-09-25;304;13,3;346,6;522,7;0,21
2025-09-25;305;13,1;346,1;505,5;0,11
2025-09-25;306;13,1;346,2;510,5;0,13
2025-09-25;307;12,8;345,1;492,6;0,21
2025-09-26;303;14,1;348,8;540,4;0,28
2025-09-26;304;14,0;348,6;548,3;0,23
2025-09-26;305;14,0;348,6;530,8;0,17
2025-09-26;306;14,4;349,8;562,5;0,15
2025-09-26;307;14,3;349,4;541,8;0,19
2025-09-27;303;15,6;352,8;611,6;0,13
2025-09-27;304;15,6;353,1;621,7;0,13
2025-09-27;305;15,8;353,4;619,4;0,18
2025-09-27;306;15,9;353,8;628,4;0,23
2025-09-27;307;15,7;353,1;605,1;0,24
2025-09-28;303;15,8;353,5;624,5;0,26
2025-09-28;304;15,7;353,3;630,3;0,2
2025-09-28;305;15,6;352,9;608,6;0,22
2025-09-28;306;15,5;352,8;613,6;0,32
2025-09-28;307;15,8;353,3;607,9;0,3
