Date;Electrolyseur;I_kA;U_V;QHCl_L_h;%O2_Mesure
2025-12-22;306;14,2;348,5;186,5;0,22
2025-12-22;307;13,9;347,5;162,1;0,19
2025-12-23;303;15,9;353,0;217,2;0,28
2025-12-23;304;15,5;351,9;211,8;0,11
2025-12-23;305;15,6;353,3;826,0;0,14
2025-12-23;306;15,7;352,5;217,9;0,13
2025-12-23;307;15,4;351,7;192,3;0,1
2025-12-24;303;15,9;353,0;216,2;0,31
2025-12-24;304;15,8;352,8;218,6;0,23
2025-12-24;305;16,0;354,4;849,6;0,25
2025-12-24;306;15,7;352,4;214,3;0,11
2025-12-24;307;16,0;353,5;206,3;0,3
2025-12-25;303;14,2;348,4;176,4;0,13
2025-12-25;304;14,1;348,3;178,8;0,17
2025-12-25;305;14,2;349,5;737,5;0,25
2025-12-25;306;13,6;346,7;176,1;0,11
2025-12-25;307;14,0;347,9;168,5;0,17
2025-12-26;303;13,7;346,9;170,3;0,24
2025-12-26;304;13,7;347,0;182,5;0,13
2025-12-26;305;13,5;347,4;700,9;0,18
2025-12-26;306;13,8;347,4;180,1;0,11
2025-12-26;307;13,7;347,0;163,5;0,28
2025-12-27;303;14,5;349,4;181,0;0,22
2025-12-27;304;14,3;348,7;188,1;0,29
2025-12-27;305;13,9;348,8;723,8;0,13
2025-12-27;306;14,1;348,0;180,8;0,26
2025-12-27;307;14,0;348,0;169,8;0,26
2025-12-28;303;13,4;346,2;174,9;0,28
2025-12-28;304;13,4;346,5;179,4;0,19
2025-12-28;305;13,7;347,9;710,1;0,22
2025-12-28;306;13,5;346,6;173,1;0,24
2025-12-28;307;13,8;347,2;164,4;0,14
2025-12-29;303;15,7;352,4;209,1;0,14
2025-12-29;304;15,8;352,8;219,4;0,27
2025-12-29;305;15,8;354,0;840,3;0,19
2025-12-29;306;15,2;351,2;198,8;0,3
2025-12-29;307;15,6;352,2;198,9;0,32
